Key,Value,Element,Group,Description,Count
bridge,yes,way,,"If the railway goes over a street, waterway or other railway on an elevated structure.",55 318478 1320 96355
cutting,yes,way,,"A section where the railway is significantly lower than ground level, but not underground.",113 10388 54 2906
electrified,contact_line,way,,contact_line: a power line over the train head\\,0 0 0 0
embankment,yes,way,,A section where the railway is raised significantly higher than ground level,37 28709 364 12981
embedded_rails,yes/<type of railway>,way,,Specifies that a highway on which non-railway traffic is also allowed has railway tracks embedded in it but the rails are mapped as separate ways.,0 0 0 0
frequency,number [Hz],way,,The frequency with which a line is electrified. Use 0 for DC. Also see the voltage tag.,0 0 0 0
railway:track_ref,/number/,way,,Track number,0 0 0 0
service,crossover,way,,Relatively short lengths of track which switch traffic from one parallel line to another,4 9852 1 9847
service,siding,way,,"Relatively short lengths of track, running parallel to (and connected to) a main route",0 22972 10 22930
service,spur,way,,"Relatively short lengths of track, built to give one company or entity access to a main or branch line.",0 29472 3 29384
service,yard,way,,Tracks within railway company operated marshaling or maintenance yards.,3 67574 13 67246
tunnel,yes,way,,If the railway goes below ground. Most subways have this tag,133 149763 2449 9731
tracks,number,way,,"Number of parallel tracks in close proximity *when mapped as one single way representing all tracks*. If not given means /unknown/ and defaults to 1. In many parts of the world the tracks are being drawn out separately so that there is more detail, in which case this tag isn't used.",0 0 0 0
usage,main,way,,main line: heavy traffic\\,0 0 0 0
voltage,number,way,,The voltage with which a line is electrified. Also see the frequency tag.,0 0 0 0
railway,halt,node,,A small station without switches,4081 2 12 2
public_transport,stop_position,node,,The position on the railway track where the train (its center) stops at a platform. This is useful for routing on long platforms where also short trains stop and on long platforms where multiple trains stop behind each other. See also public_transport=stop_area.,228112 59 10 8
public_transport,platform,node way area,,"This is parallel to the rail line for showing where the actual platforms are. It is also to know where you can change platform and enter the station, so use footpaths to connect them. This is really useful for routing too. Use only if the platform is served by public transport.",232990 50238 23572 7627
railway,platform,way area,,"This is parallel to the rail line for showing where the actual platforms are. It is also to know where you can change platform and enter the station, so use footpaths to connect them. This is really useful for routing too. Use in addition to public_transport=platform.",183 8068 13703 8068
public_transport,station,node area,,Railway *passenger only station*.,7574 1 767 0
railway,station,node area,,Railway *passenger and/or cargo station*. Use in addition to public_transport=station.,4401 1 20 1
railway,subway_entrance,node,,"The entrance to a subway station, usually going from surface to underground.",3070 8 13 8
railway,tram_stop,node,,A tram stop is a place where a passenger can embark / disembark a tram.,9494 15 31 15
railway,buffer_stop,node,,stops the train at the end of a track. see Buffer_stop.,19395 6 0 6
railway,derail,node,,a device used to prevent fouling of a rail track by unauthorized movements of trains or unattended rolling stock. See Derail_(railroad).,1436 0 0 0
railway,crossing,node,,A point where pedestrians may cross.,29460 5 1 5
railway,level_crossing,node,,A point where rails and roads cross.,58298 9 0 9
landuse,railway,area,,Ground used around railways and railway-stations.,0 8 12288 0
railway,signal,node,,Any kind of railway signal.,97167 2 1 2
railway,switch,node,,Full connections between railways (aka 'points').,80838 1 0 1
railway,railway_crossing,node,,Crossing rails with no interconnection.,2790 0 0 0
railway,turntable,node area,,These are used for changing the direction that part of a train is pointing in.,130 263 44 263
railway,roundhouse,area,,A semicircular building with many stalls for servicing engines.,0 0 149 0
railway,traverser,node area,,These are used for changing trains between railways. Also known as transfer table.,0 54 16 54
railway,wash,node area,,A Railroad car wash,8 7 31 7
railway,user defined,node way,,/All commonly used values according to Taginfo/,0 0 0 0
route,bicycle,relation,route_bicycle,"Cycle routes or bicycles route are named, numbered or otherwise signed. May go along roads, trails or dedicated cycle paths",1 52808 0 145
route,bus,relation,,The route a public bus service takes. See Buses.,10 277703 0 1
route,canoe,relation,,Signed route for canoeing through a waterway.,0 305 0 11
route,detour,relation,,Route for fixed detour routes. Examples are Bedarfsumleitung in Germany and uitwijkroute in the Netherlands,0 8249 0 1
route,ferry,way relation,,"The route a ferry takes from terminal to terminal Please make sure to add at least one node per tile (zoom level 12), better at least one every few km, so offline editors catch it with bbox requests.",0 1357 0 4
route,foot,relation,route_foot,"Walking Route - is used for routes which are walkable without any limitations regarding fitness, equipment or weather conditions.",1 3799 0 0
route,hiking,relation,route_hiking,Hiking explains how to tag hiking routes.,2 56917 0 0
route,horse,relation,,Riding routes,0 836 0 0
route,inline_skates,relation,,Inline has more information on the subject.,0 241 0 0
route,light_rail,relation,,Route of a light rail line.,0 2380 0 0
route,mtb,relation,route_bicycle,Mountain biking explains how to tag mtb routes.,0 2734 0 1
route,piste,way relation,,"Route of a piste (e.g., snowshoe or XC-Ski trails) in a winter sport area.",1 902 14 0
route,railway,relation,,"A sequence of railway ways, often named (e.g., /Channel Tunnel/). See Railways.",1 2999 0 287
route,road,relation,,Can be used to map various road routes/long roads.,0 51339 0 124
route,running,relation,route_foot,For running (jogging) routes.,0 126 0 0
route,ski,relation,,"For ski tracks (e.g., XC-Ski Trails User:Langläufer/Loipemap).",0 1895 2 0
route,subway,relation,,Route of a metro service,0 2373 0 0
route,train,relation,,"Train services (e.g., /London-Paris Eurostar/) See Railways.",1 21578 0 76
route,tracks,relation,,Railroad track as rail infrastructure.,0 4116 0 41
route,tram,relation,,See Trams for more information on tagging tram services.,1 18630 0 2
route,trolleybus,relation,,The route of a trolleybus service.,0 329 0 0
route,/User defined/,relation,,/All commonly used values according to Taginfo/.,0 0 0 0
shop,alcohol,node area,,Shop selling alcohol to take away,1855 0 365 0
shop,bakery,node area,,Shop focused on selling bread,32828 1 3887 0
shop,beverages,node area,,Shop focused on selling alcoholic and non-alcoholic beverages. See also shop=alcohol.,5641 0 2933 0
shop,brewing_supplies,node area,,"Shop focused on selling supplies for home brewing of beer, wine and spirits (where permitted).",1 0 1 0
shop,butcher,node area,,Shop focused on selling meat,9878 0 1648 0
shop,cheese,node area,,Shop focused on selling cheese.,168 0 34 0
shop,chocolate,node area,,Shop focused on selling chocolate.,144 0 18 0
shop,coffee,node area,,Shop focused on selling coffee.,787 0 68 0
shop,confectionery,node area,,Shop focused on selling sweets or candy,984 0 95 0
shop,convenience,node area,,A small local shop carrying a small subset of the items you would find in a supermarket,7788 0 1297 0
shop,deli,node area,,"Shop focused on selling delicatessen (fine foods, gourmet foods), possibly also fine wine. Not to be confused with the US delis.",1821 0 152 0
shop,dairy,node area,,Shop focused on selling dairy products.,66 0 16 0
shop,farm,node area,,Shop or roadside stand focused on selling freshly harvested farm produce,2973 0 831 0
shop,frozen_food,node area,,Shop focused on selling frozen food.,8 0 7 0
shop,greengrocer,node area,,Shop focused on selling vegetables and fruits.,1904 0 363 0
shop,health_food,node area,,"A health food shop- selling wholefoods, vitamins, nutrition supplements and meat and dairy alternatives.",143 0 12 0
shop,ice_cream,node area,,Shop selling ice cream. See also amenity=ice_cream.,119 0 19 0
shop,+organic+,node area,,Shop focused on selling organic food. Alternatively you can use the more versatile organic=* in combination with a general shop=* key (In this case: shop=supermarket or shop=convenience).,0 0 0 0
shop,pasta,node area,,"Shop focused on selling (fresh) pasta, ravioli, etc.",7 0 0 0
shop,pastry,node area,,"Shop focused on selling baked sweets like cakes, biscuits, strudel and pies.",323 0 33 0
shop,seafood,node area,,Shop focused on selling fish/seafood.,768 0 199 0
shop,spices,node area,,Shop focused on selling spices.,46 0 5 0
shop,tea,node area,,Shop focused on selling tea.,670 0 42 0
shop,+wine+,node area,,This tag is deprecated. Please use shop=alcohol + drink:wine=yes instead,0 0 0 0
shop,water,node area,,Shop focused on selling drinking water.,1 0 0 0
shop,department_store,node area,,A single large store -- often multiple storeys high -- selling a large variety of goods (see also shop=mall),1274 0 429 0
shop,general,node area,,A store that carries a general line of merchandise. (see also shop=convenience if it sells food).,180 0 46 0
shop,kiosk,node area,,"A small shop on the pavement that sells magazines, tobacco, newspapers, sweets and stamps.",9128 0 2034 0
shop,mall,node area,,A shopping mall -- multiple stores under one roof (also known as a shopping centre),158 0 1664 0
shop,supermarket,node area,,Supermarket -- a large store with groceries and other items,17404 0 16713 0
shop,wholesale,node area,,Wholesale/warehouse club or cash and carry - a store that sells items in bulk to retailers. The branch of industry can be defined with wholesale=*.,312 0 304 0
shop,baby_goods,node area,,"Shop focused on selling objects for babies (clothes, prams, cots, toys).",256 0 60 0
shop,bag,node area,,Shop focused on selling bags.,444 0 44 0
shop,boutique,node area,,"A small shopping outlet, especially one that specializes in elite and fashionable items",1294 0 146 0
shop,clothes,node area,,Shop focused on selling clothes and/or underwear (other related value in use is /fashion/),28311 0 3261 0
shop,fabric,node area,,"Shop focused on selling fabric and other materials for the purpose of making clothes and other products, eg dress making.",1164 0 146 0
shop,+fashion+,node area,,"Shop focused on selling fashion. This is deprecated, please use clothes.",0 0 0 0
shop,fashion_accessories,node area,,Shop focused on selling fashion accessories.,106 0 11 0
shop,jewelry,node area,,Jewellers shops.,5386 0 394 0
shop,leather,node area,,Shop focused on selling products made out of leather.,241 0 15 0
shop,sewing,node area,,"A shop that sells sewing supplies (fabric, thread, yarn, knitting needles, sewing machines, etc.)",200 0 10 0
shop,shoes,node area,,Shop focused on selling shoes.,6916 0 952 0
shop,tailor,node area,,"A place where clothing is made, repaired, or altered professionally, especially suits and men's clothing",2243 0 117 0
shop,watches,node area,,Shop focused on selling watches.,266 0 31 0
shop,wool,node area,,Shop selling wool for making of clothes or other products.,115 0 6 0
shop,charity,node area,,"A charity shop is a shop operated by a charity, for the purposes of fundraising.",407 0 64 0
shop,second_hand,node area,,A shop buying and selling used clothes and other things. See also shop=pawnbroker,957 0 144 0
shop,variety_store,node area,,"A variety store retailer is a retail store that sells inexpensive items, sometimes with a single price point for all items in the store.",2370 0 570 0
shop,beauty,node area,,"A non-hairdresser beauty shop, spa, nail salon, etc.. See also shop=hairdresser.",7408 0 496 0
shop,chemist,node area,,"Shop focused on selling articles of personal hygiene, cosmetics, and household cleaning products (for a shop that potentially dispenses prescription drugs, cf. pharmacy. U.S. drug store, see amenity=pharmacy)",4436 0 1006 0
shop,cosmetics,node area,,Shop focused on selling cosmetics,1269 0 91 0
shop,+drugstore+,-,,"This tag is discouraged. Please use either shop=chemist (if they sell prescription-free drugs, cosmetics, household cleaning products, etc.) or amenity=pharmacy (if they offer prescription drugs).",0 0 0 0
shop,erotic,node area,,"Shop focused on selling erotic toys, -clothes or other erotic stuff.",361 0 62 0
shop,hairdresser,node area,,"Here you can get your hair cut, coloured, ... See also shop=beauty",28764 0 2327 0
shop,hairdresser_supply,node area,,"A shop, where you can buy hairdressing supplies.",52 0 4 0
shop,hearing_aids,node area,,Shop focused on selling hearing aids devices,2102 0 79 0
shop,herbalist,node area,,"Shop focused on selling herbs, often for medical purposes. (See also: healthcare:speciality=herbalism and healthcare=alternative).",48 0 6 0
shop,massage,node area,,A massage shop,1899 0 118 0
shop,medical_supply,node area,,Shop focused on selling medical supplies.,1894 0 200 0
shop,nutrition_supplements,node area,,"Shops that sells one or more nutritional supplements (of vitamins, minerals and/or herbs)",48 0 9 0
shop,optician,node area,,"Shop focused on selling eyeglasses, contact lenses (may also check your eyes).",6857 0 491 0
shop,perfumery,node area,,Shop focused on selling perfumery,772 0 49 0
shop,tattoo,node area,,A tattoo parlour.,1322 0 80 0
shop,agrarian,node area,,"Shop focused on selling agrarian products, like seeds, agricultural machinery, animal feed, etc.",188 0 139 0
shop,appliance,node area,,"Shop focused on selling large electrical items (aka white goods) washing machines, fridges, cookers, ovens, fans, etc.",131 0 24 0
shop,bathroom_furnishing,node area,,Shop focused on selling bathroom furniture and accessories,246 0 89 0
shop,doityourself,node area,,"Shop focused on selling tools and supplies to do-it-yourself householders, gardening, ...",2626 0 2892 0
shop,electrical,node area,,Shop focused on selling electrical supplies and devices,130 0 50 0
shop,energy,node area,,Shop focused on selling energy,31 0 5 0
shop,fireplace,node area,,"Shop focused on selling electric fireplaces, stoves or masonry heaters and required fuels",178 0 55 0
shop,florist,node area,,Shop focused on selling bouquets of flowers (see shop=garden_centre for potted flowers).,9014 0 2065 0
shop,garden_centre,node area,,"Shop focused on selling potted flowers, maybe even trees (see also shop=florist for flower bouquets).",1567 1 1666 0
shop,garden_furniture,node area,,"Shop focused on selling garden furniture (sheds, outdoor tables, gates, fences, ...). See shop=garden_centre if also plants are sold.",16 0 7 0
shop,gas,node area,,"Shop focused on selling technical gas, such as argon, oxygen, acetylene, nitrogen, carbon dioxide, etc. in pressurized containers",66 0 38 0
shop,glaziery,node area,,Shop focused on selling and installing glazing for windows and doors.,142 0 57 0
shop,groundskeeping,node area,,"Shop focused on selling outdoor groundskeeping equipment (lawnmowers, chainsaws, small tractors, ...",1 0 0 0
shop,hardware,node area,,"Shop focused on selling building supplies including screws, bolts & paints, ... See also shop=doityourself",1130 0 476 0
shop,houseware,node area,,"Shop focused on selling crockery, cutlery, kitchenware, small household appliances.",788 0 98 0
shop,locksmith,node area,,"Shop focused on selling keys, see also craft=locksmith and craft=key_cutter",430 0 75 0
shop,paint,node area,,Shop focused on selling paints.,445 0 249 0
shop,security,node area,,"Shop focused on selling security items like burglar alarms, vaults, locking systems, etc.",57 0 7 0
shop,trade,node area,,"Shop focused on selling one or more building supplies such as timber/wood, cement etc. See also shop=doityourself",658 0 737 0
shop,+windows+,node area,,This tag is deprecated. Please use craft=window_construction instead.,0 0 0 0
shop,antiques,node area,,Shop focused on selling antiques.,845 0 99 0
shop,bed,node area,,Shop focused on selling mattresses and other bedding products.,1030 0 214 0
shop,candles,node area,,"Shop focused on selling candles and candle accessories (holders, etc)",46 0 8 0
shop,carpet,node area,,Shop focused on selling carpets,300 0 94 0
shop,curtain,node area,,Shop focused on selling curtains or drapes (see also shop=fabric),327 0 83 0
shop,doors,node area,,Shop focused on selling doors,40 0 7 0
shop,flooring,node area,,Shop focused on selling floorings,42 0 21 0
shop,furniture,node area,,"Shop focused on selling furniture, might range from small decorational items to a whole flat interior",3737 0 2133 0
shop,household_linen,node area,,Shop focused on selling household linen.,3 0 2 0
shop,interior_decoration,node area,,Shop focused on selling interior decorations.,2398 0 352 0
shop,kitchen,node area,,"A shop where you can plan and buy your kitchen. (Sometimes called ""kitchen studio"" and the like, but plain kitchen is the most frequently used tag so far.)",1064 0 431 0
shop,+lamps+,node area,,Use shop=lighting instead.,0 0 0 0
shop,lighting,node area,,A shop selling lighting fixtures and lamps.,93 0 17 0
shop,tiles,node area,,Shop focused on selling tiles.,149 0 87 0
shop,window_blind,node area,,Shop focused on selling window blinds.,111 1 36 0
shop,computer,node area,,"Shop focused on selling computers, peripherals, software, ...",1922 0 314 0
shop,electronics,node area,,"Shop focused on selling consumer electronics (TV, radio, ...). Larger ones may also sell computers, fridges, ...",3859 0 1119 0
shop,hifi,node area,,Shop focused on selling High Fidelity or High End environment to listen music or watch films at home,723 0 118 0
shop,mobile_phone,node area,,Shop focused on selling mobile phones and accessories,3897 0 226 0
shop,radiotechnics,node area,,"Shop focused on selling electronic components, electrical products, radio measuring devices, supplies for radio and electronics.",132 0 28 0
shop,vacuum_cleaner,node area,,Shop focused on selling vacuum cleaners and associated products.,80 0 15 0
shop,atv,node area,,"Shop focused on selling atvs (quads), atv equipment and may rent or repair them",10 0 6 0
shop,bicycle,node area,,"Shop focused on selling bicycles, bicycle equipment and may rent or repair them",5382 0 1212 0
shop,boat,node area,,"Shop focused on selling boats, boat equipment and may rent or repair them",49 0 22 0
shop,car,node area,,Car store -- a place to buy cars or to get your car repaired,8411 0 8988 0
shop,car_repair,node area,,Shop focused on car repair (usually independent of a specific car brand).,11054 0 7920 0
shop,car_parts,node area,,"Shop focused on selling auto parts, auto accessories, motor oil, car chemicals, etc.",958 0 560 0
shop,caravan,node area,,"A shop for caravans, motorhomes & similar recreational vehicles.",47 0 55 0
shop,fuel,node area,,"Shop selling fuels (motor fuel, wood, coal, gas) that can't be considered a amenity=fuel (fuel station). Use fuel:*=yes/no to indicate which fuels are available.",12 0 20 0
shop,fishing,node area,,Shop focused on selling fishing equipment.,217 0 52 0
shop,golf,node area,,Shop focused on selling golf equipment.,6 0 1 0
shop,hunting,node area,,Shop focused on selling gun and hunting equipment.,48 0 16 0
shop,jetski,node area,,"Shop focused on selling jetskis, jetski equipment and may rent or repair them",0 0 0 0
shop,military_surplus,node area,,Shop selling used military equipment,1 0 1 0
shop,motorcycle,node area,,"Shop focused on selling motorcycles and/or related accessories, clothes, parts, and rental services.",1194 0 572 0
shop,outdoor,node area,,"Shop focused on selling camping, walking, climbing, and other outdoor sports equipment (GPSes, etc.)",790 0 165 0
shop,scuba_diving,node area,,Shop focused on selling scuba diving equipment.,117 0 18 0
shop,ski,node area,,"Shop focused on selling skis, ski equipment and may rent or repair them",19 0 7 0
shop,snowmobile,node area,,"Shop focused on selling snowmobiles, snowmobile equipment and may rent or repair them",0 0 0 0
shop,sports,node area,,Shop focused on selling sporting goods.,2358 0 466 0
shop,swimming_pool,node area,,A store that sells swimming pool equipment and supplies.,20 0 13 0
shop,trailer,node area,,Shop focused on selling trailers and parts and/or repairing / renting them,12 0 12 0
shop,tyres,node area,,Shop focused on selling tyres.,794 0 626 0
shop,art,node area,,"Shop which sells works of art. May be paintings, sculpture, or other types of art",1452 0 132 0
shop,collector,node area,,"A shop for different collector's items like stamps, coins, action figures, etc.",65 0 4 0
shop,craft,node area,,"An arts and crafts supply store. Commonly sold items are paper, canvas, paint, pencils, crafting wood, crafting tools, etc. - look at craft=*",726 0 207 0
shop,frame,node area,,Shop focused on selling frames.,200 0 21 0
shop,games,node area,,"Shop focused on selling board games, card games and/or role-playing games.",52 0 3 0
shop,model,node area,,Shop specialising in the sale of scale models.,98 0 13 0
shop,music,node area,,Shop focused on selling recorded music (vinyl/CDs/...),461 0 37 0
shop,musical_instrument,node area,,"Shop focused on selling musical instruments, lyrics, scores. If focused on a specific instrument, specify with musical_instrument=*",759 0 121 0
shop,photo,node area,,Shop focused on selling products or services related with photography.,1327 0 100 0
shop,camera,node area,,A shop mainly selling cameras and lenses,27 0 5 0
shop,trophy,node area,,"Store selling trophies, awards, plaques etc.",30 0 14 0
shop,video,node area,,Shop focused on selling or renting out videos/DVDs.,347 0 62 0
shop,video_games,node area,,Shop focused on selling video games.,166 0 18 0
shop,anime,node area,,Shop focused on selling anime stuff.,3 0 0 0
shop,books,node area,,"Shop focused on selling books (for a library that lends books, see amenity=library)",4010 0 398 0
shop,gift,node area,,"Shop focused on selling gifts, greeting cards, or tourist gifts (souvenirs)",3007 0 335 0
shop,lottery,node area,,A shop of which the main or only purpose is the sale of lottery tickets.,469 0 29 0
shop,newsagent,node area,,"Shop focused on selling newspapers, cigarettes, other goods",1163 0 134 0
shop,stationery,node area,,Shop focused on selling office supplies,2742 0 403 0
shop,ticket,node area,,"Shop focused on selling tickets for concerts, events, public transport, ...",832 0 298 0
shop,bookmaker,node area,,A shop that takes bets on sporting and other events at agreed upon odds.,564 0 21 0
shop,cannabis,node area,,a shop primarily and legally selling non-medical cannabis products,27 0 0 0
shop,copyshop,node area,,Shop focused on selling photocopying and printing services.,1218 0 132 0
shop,dry_cleaning,node area,,Shop or kiosk offering a clothes dry cleaning service. The actual cleaning may be done elsewhere.,1815 0 144 0
shop,e-cigarette,node area,,Shop focused on selling electronic cigarettes.,327 0 16 0
shop,funeral_directors,node area,,"Providing services related to funeral arrangements, may also be known as a ""funeral parlour"" or ""undertakers"".",1894 0 398 0
shop,laundry,node area,,"A shop to get your normal clothes washed. Might be self service coin operated, with service staff for drop off, ...",1587 0 168 0
shop,money_lender,node area,,A money lender offers small personal loans at high rates of interest.,5 0 0 0
shop,party,node area,,"A shop for party and festival supplies, like costumes, etc.",50 0 7 0
shop,pawnbroker,node area,,A pawnbroker (or pawnshop) is an individual or business that offers secured loans to people. See also shop=second_hand,154 0 7 0
shop,pet,node area,,"A shop for pets, animals and toys or food for them.",1794 0 544 0
shop,pet_grooming,node area,,A shop offering grooming services for pets (most frequently dogs),183 0 14 0
shop,pest_control,node area,,"Shop selling pest control goods to exterminate rats, insects etc.",1 0 0 0
shop,pyrotechnics,node area,,"Store of pyrotechnics: fireworks, firecrackers, sparklers etc.",8 0 3 0
shop,religion,node area,,"Shop focused on selling religious articles, church shop. See also religion=*",25 0 2 0
shop,storage_rental,node area,,self storage,66 0 89 0
shop,tobacco,node area,,"Shop focused on selling tobacco, cigarettes and their related accessories.",837 0 74 0
shop,toys,node area,,Shop focused on selling toys.,1816 0 248 0
shop,travel_agency,node area,,Shop focused on selling tickets for travelling. Also known as a tour operator.,5150 0 433 0
shop,vacant,node area,,"Not an actual shop, of course. You may want to use this tag when a shop has been closed, to avoid confusing other mappers who may not know about this (please leave a note=*). Plus, you can keep the corresponding object and simply edit it when a new shop opens on the same spot. May be confusing, a vacancy is not a shop and should not show up on maps as a shop. disused:shop=* is an alternative",4108 0 923 0
shop,weapons,node area,,"Shop focused on selling weapons like knives, guns etc.",133 0 22 0
shop,outpost,node area,,Shop primarily used to pick-up items ordered online.,9 0 1 0
shop,user defined,node area,,/All commonly used values according to Taginfo/,0 0 0 0
sport,9pin,node area,,A bowling game played in Europe with only 9 pins.,525 2 373 0
sport,10pin,node area,,A bowling game popular in North America with 10 pins.,339 0 187 0
sport,american_football,node area,,A sport played by two teams of eleven players on a rectangular field with goalposts at each end.,14 0 65 0
sport,aikido,node area,,A Japanese martial art by blending with the motion of the attacker and redirecting the force of the attack rather than opposing it head-on.,28 0 7 0
sport,archery,node area,,"The art, practice, or skill of propelling arrows with the use of a bow.",201 3 597 0
sport,athletics,node way area,,"A collection of sports which combines various athletic contests based on the skills of running, jumping, and throwing.",159 319 6319 0
sport,australian_football,node area,,"A sport played between two teams of eighteen players on the field of either an Australian football ground, a modified cricket field, or a similarly sized sports venue, also called football, footy, Aussie rules, or AFL.",0 0 3 0
sport,badminton,node area,,"A racquet sport played by singles or in teams of two, who take positions on opposite halves of a rectangular court (pitch) divided by a net.",11 0 78 0
sport,bandy,node area,,Bandy is a sport played by two teams of eleven players on a rectangular field.,0 0 0 0
sport,baseball,node area,,A bat-and-ball game played between two teams of nine players on a field (pitch or stadium) each who take turns batting and fielding.,22 0 342 0
sport,basketball,node area,,A sport played by two teams of five players on a rectangular court.,846 0 4812 0
sport,beachvolleyball,node area,,Volleyball played on a sand court,66 0 5514 0
sport,biathlon,node way area,,The biathlon is a winter sport that combines cross-country skiing and rifle shooting.,3 4 7 0
sport,billiards,node area,,"Cue sports, a wide variety of games of skill generally played with a cue stick which is used to strike billiard balls, moving them around a cloth-covered billiards table bounded by rubber cushions.",158 0 20 0
sport,bmx,node way area,,"A cycle sport performed on BMX bikes, either in competitive BMX racing or freestyle BMX, or else in general on- or off-road recreation.",21 70 165 0
sport,bobsleigh,node way area,,"A winter sport in which teams of two or four make timed runs down narrow, twisting, banked, iced tracks in a gravity-powered sled, also called luge or bobslede.",1 25 4 0
sport,boules,node area,,"A group of games in which the objective is to throw or roll heavy balls as close as possible to a small target ball, also called pétanque, lyonnaise, bocce, or bocce volo.",233 0 1321 0
sport,bowls,node area,,Sport in which the objective is to roll biased balls so that they stop close to a smaller ball,29 0 65 0
sport,boxing,node area,,Boxing is a combat sport in which two people engage in a contest by throwing punches with gloved hands against each other.,43 0 14 0
sport,bullfighting,node area relation,,"Bullfighting, both on foot and on horseback, is a physical contest in which bulls are fought by humans.",0 0 0 0
sport,canadian_football,node area,,A sport played by two teams of 12 players on a rectangular field with goal posts at each end.,0 0 2 0
sport,canoe,node way area relation,,Canoe and Kayak.,367 19 316 0
sport,chess,node area,,Chess is a popular two-player strategy board game.,500 0 387 0
sport,cliff_diving,node relation,,Non-competitive diving is jumping from a cliff or a rock into water.,3 0 7 0
sport,climbing,node way area relation,,"Marks elements to represent natural climbing sites (climbing areas, sectors, crags, frozen waterfalls, etc.) or artificial climbs (climbing walls, indoor climbing halls, etc.)",2560 690 749 0
sport,climbing_adventure,node area relation,,"Used to tag an area as ""Adventure Park"", ""Ropes Courses"", ""Climbing Adventure"", ""Zip-line"", or ""Treetop Adventure"", where people climb, walk or otherwise move on prebuilt wires and other objects.",58 3 134 0
sport,cockfighting,node area,,"A blood sport between two roosters (cocks), or more accurately gamecocks, held in a ring called a cockpit.",0 0 0 0
sport,cricket,node area,,"A bat-and-ball sport contested by two teams, usually of eleven players, each on a large grass Cricket pitch. Played on a large circular or oval-shaped grassy Cricket field ground.",1 0 9 0
sport,crossfit,node area,,"CrossFit, a branded fitness regimen",11 0 3 0
sport,croquet,node area relation,,"A sport or game that is played between two or more players embedded on a small grass playing court or pitch which involves hitting plastic or wooden balls with a mallet through hoops (often called ""wickets"" in the United States).",0 0 1 0
sport,curling,node area relation,,A sport in which players slide stones on a sheet of ice towards a target area which is segmented into four concentric rings.,1 0 5 0
sport,cycle_polo,node area,,A cycle polo,0 0 1 0
sport,cycling,node way area relation,,"The use of bicycles for sport, also called bicycling, mountain biking or biking.",118 74 285 0
sport,darts,node area relation,,Darts is a form of throwing game in which small missiles are thrown at a circular target (dartboard) fixed to a wall.,68 0 17 0
sport,dog_agility,node area,,Dog agility is a dog sport in which a handler directs a dog through an obstacle course in a race for both time and accuracy.,0 0 4 0
sport,dog_racing,node way area relation,,A feature used for dog racing,53 0 153 0
sport,equestrian,node area,,A sport practised with the horse as a partner- but for horse racing use tag:sport=horse_racing.,882 34 15425 0
sport,fencing,node area relation,,"Fencing is the martial art of fighting with blades. Divided into three weapon categories: foil, sabre (spelled saber in the United States) and épée.",7 0 6 0
sport,field_hockey,node area,,Field Hockey,10 0 219 0
sport,fitness,node way area,,Fitness sports,1391 6 432 0
sport,five-a-side,node area,,A variation of soccer with only 5 persons per team on a smaller pitch,0 0 0 0
sport,floorball,node area,,Floorball is a type of floor hockey with five players and a goalkeeper in each team.,1 0 0 0
sport,free_flying,node way area,,Provides a way to tag landing and takeoff for free flying aircraft with additional related amenities.,121 10 123 0
sport,futsal,node area relation,,Futsal is a sport played by two teams of five players on a rectangular court.,0 0 0 0
sport,gaelic_games,node area,,"Gaelic Games as played within the GAA in Ireland, including Gaelic Football, Hurling, Ladies Gaelic Football, Camogie, Handball and Rounders",0 0 6 0
sport,golf,node area,,Golf,89 4 3068 0
sport,gymnastics,node area,,Gymnastics,618 2 611 0
sport,handball,node area,,A team sport played with goals and a thrown ball using the hands.,9 0 226 0
sport,hapkido,node area,,A dynamic and highly eclectic Korean martial art,2 0 0 0
sport,horseshoes,node area,,Horseshoes,0 0 0 0
sport,horse_racing,node area,,An equestrian sport in which several horses simultaneously race against each other.,27 23 234 0
sport,ice_hockey,node area,,Ice hockey ring.,8 0 39 0
sport,ice_skating,node area,,A sport or pastime by moving on ice while using ice skates.,22 0 118 0
sport,ice_stock,node area relation,,"Ice stock sport, also known as Bavarian curling, is a winter sport, somewhat similar to curling. In German, it is known as Eisstockschießen.",11 0 464 0
sport,judo,node area relation,,"Judo (柔道 jūdō, meaning ""gentle way"") is a modern martial art, combat and Olympic sport created in Japan in 1882 by Jigoro Kano (嘉納治五郎).",27 0 19 0
sport,karate,node area relation,,Karate,37 0 11 0
sport,karting,node way area,,Kart racing,44 79 153 0
sport,kickboxing,node area,,Kickboxing is a group of stand-up combat sports based on kicking and punching.,13 0 1 0
sport,kitesurfing,node area,,Property added to a sports facility to mark as used for kitesurfing,15 0 13 0
sport,korfball,node area,,Korfball: a team sport played with a ball on a rectangular court,0 0 2 0
sport,krachtbal,node area,,"Team sport played with a heavy ball on a rectangular pitch, originating in West-Flanders, Belgium",0 0 0 0
sport,lacrosse,node area,,"A team sport played with a lacrosse stick and a lacrosse ball. Players use the head of the lacrosse stick to carry pass, catch, and shoot the ball into the goal.",0 0 2 0
sport,martial_arts,node area,,Codified systems and traditions of combat practices,135 0 12 0
sport,miniature_golf,node area,,"Miniature golf, also known as minigolf, mini-putt, crazy golf, or putt-putt, is an offshoot of the sport of golf focusing solely on the putting aspect of its parent game.",4 0 217 0
sport,model_aerodrome,node area,,Model aerodrome,104 3 730 0
